emailDate,emailHour,totalCount
03/05/2001,9,15
03/05/2001,10,15
03/05/2001,11,22
03/05/2001,12,22
03/05/2001,13,25
03/05/2001,14,13
03/05/2001,15,5
03/05/2001,16,7
03/05/2001,17,3
03/05/2001,18,11
03/05/2001,19,5
03/05/2001,20,7
03/05/2001,21,5
03/05/2001,22,2
03/05/2001,23,5
04/05/2001,0,15
04/05/2001,1,45
04/05/2001,2,38
04/05/2001,3,38
04/05/2001,4,13
04/05/2001,5,21
04/05/2001,6,31
04/05/2001,7,38
04/05/2001,8,38
04/05/2001,9,64
04/05/2001,10,43
04/05/2001,11,36
04/05/2001,12,40
04/05/2001,13,27
04/05/2001,14,20
04/05/2001,15,83
04/05/2001,16,8
04/05/2001,17,13
04/05/2001,18,6
04/05/2001,19,15
04/05/2001,20,8
04/05/2001,21,2
04/05/2001,22,1
04/05/2001,23,4
05/05/2001,0,1
05/05/2001,1,1
05/05/2001,2,5
05/05/2001,4,1
05/05/2001,5,5
05/05/2001,6,1
05/05/2001,8,1
05/05/2001,9,1
05/05/2001,11,2
05/05/2001,12,1
05/05/2001,14,1
05/05/2001,16,1
05/05/2001,17,1
05/05/2001,19,3
05/05/2001,21,1
05/05/2001,22,2
06/05/2001,1,1
06/05/2001,2,1
06/05/2001,3,8
06/05/2001,4,7
06/05/2001,5,2
06/05/2001,6,2
06/05/2001,7,4
06/05/2001,8,8
06/05/2001,9,3
06/05/2001,10,1
06/05/2001,11,12
06/05/2001,12,10
06/05/2001,13,2
06/05/2001,14,2
06/05/2001,15,1
06/05/2001,16,6
06/05/2001,17,6
06/05/2001,19,3
06/05/2001,21,6
06/05/2001,22,2
06/05/2001,23,6
07/05/2001,0,9
07/05/2001,1,20
07/05/2001,2,46
07/05/2001,3,47
07/05/2001,4,46
07/05/2001,5,45
07/05/2001,6,35
07/05/2001,7,47
07/05/2001,8,59
07/05/2001,9,58
07/05/2001,10,42
07/05/2001,11,33
07/05/2001,12,28
07/05/2001,13,30
07/05/2001,14,33
07/05/2001,15,52
07/05/2001,16,11
07/05/2001,17,14
07/05/2001,18,21
07/05/2001,19,18
07/05/2001,20,21
07/05/2001,21,7
07/05/2001,22,2
07/05/2001,23,4
08/05/2001,0,13
08/05/2001,1,35
08/05/2001,2,33
08/05/2001,3,48
08/05/2001,4,34
08/05/2001,5,36
08/05/2001,6,38
08/05/2001,7,37
08/05/2001,8,63
08/05/2001,9,49
08/05/2001,10,31
08/05/2001,11,44
08/05/2001,12,78
08/05/2001,13,33
08/05/2001,14,22
08/05/2001,15,19
08/05/2001,16,14
08/05/2001,17,58
08/05/2001,18,15
08/05/2001,19,11
08/05/2001,20,4
08/05/2001,21,6
08/05/2001,22,18
08/05/2001,23,3
09/05/2001,0,9
09/05/2001,1,22
09/05/2001,2,47
09/05/2001,3,44
09/05/2001,4,38
09/05/2001,5,30
09/05/2001,6,44
09/05/2001,7,41
09/05/2001,8,73
09/05/2001,9,63
09/05/2001,10,41
09/05/2001,11,44
09/05/2001,12,35
09/05/2001,13,31
09/05/2001,14,21
09/05/2001,15,21
09/05/2001,16,26
09/05/2001,17,12
09/05/2001,18,13
09/05/2001,19,11
09/05/2001,20,6
09/05/2001,21,9
09/05/2001,22,4
09/05/2001,23,5
10/05/2001,0,18
10/05/2001,1,24
10/05/2001,2,57
10/05/2001,3,42
10/05/2001,4,44
10/05/2001,5,39
10/05/2001,6,57
10/05/2001,7,70
10/05/2001,8,59
10/05/2001,9,41
10/05/2001,10,59
10/05/2001,11,61
10/05/2001,12,27
10/05/2001,13,31
10/05/2001,14,32
10/05/2001,15,25
10/05/2001,16,19
10/05/2001,17,38
10/05/2001,18,13
10/05/2001,19,10
10/05/2001,20,6
10/05/2001,21,7
10/05/2001,22,13
10/05/2001,23,8
11/05/2001,0,17
11/05/2001,1,33
11/05/2001,2,61
11/05/2001,3,68
11/05/2001,4,45
11/05/2001,5,45
11/05/2001,6,66
11/05/2001,7,62
11/05/2001,8,79
11/05/2001,9,41
11/05/2001,10,61
11/05/2001,11,33
11/05/2001,12,37
11/05/2001,13,30
11/05/2001,14,28
11/05/2001,15,27
11/05/2001,16,9
11/05/2001,17,13
11/05/2001,18,14
11/05/2001,19,13
11/05/2001,20,12
11/05/2001,21,1
11/05/2001,22,2
11/05/2001,23,1
12/05/2001,0,2
12/05/2001,1,1
12/05/2001,2,1
12/05/2001,3,3
12/05/2001,4,3
12/05/2001,5,1
12/05/2001,7,1
12/05/2001,11,5
12/05/2001,13,1
12/05/2001,14,1
12/05/2001,15,1
12/05/2001,16,2
12/05/2001,17,5
12/05/2001,21,2
13/05/2001,1,2
13/05/2001,3,1
13/05/2001,5,1
13/05/2001,6,2
13/05/2001,7,5
13/05/2001,8,16
13/05/2001,9,8
13/05/2001,10,4
13/05/2001,11,3
13/05/2001,12,54
13/05/2001,13,10
13/05/2001,15,3
13/05/2001,17,20
13/05/2001,18,10
13/05/2001,19,9
13/05/2001,20,4
13/05/2001,21,3
13/05/2001,22,13
13/05/2001,23,4
14/05/2001,0,24
14/05/2001,1,28
14/05/2001,2,66
14/05/2001,3,52
14/05/2001,4,50
14/05/2001,5,40
14/05/2001,6,77
14/05/2001,7,45
14/05/2001,8,66
14/05/2001,9,54
14/05/2001,10,69
14/05/2001,11,50
14/05/2001,12,39
14/05/2001,13,40
14/05/2001,14,27
14/05/2001,15,41
14/05/2001,16,39
14/05/2001,17,16
14/05/2001,18,14
14/05/2001,19,21
14/05/2001,20,19
14/05/2001,21,8
14/05/2001,22,1
14/05/2001,23,6
15/05/2001,0,25
15/05/2001,1,25
15/05/2001,2,48
15/05/2001,3,52
15/05/2001,4,43
15/05/2001,5,38
15/05/2001,6,49
15/05/2001,7,59
15/05/2001,8,55
15/05/2001,9,62
15/05/2001,10,76
15/05/2001,11,41
15/05/2001,12,50
15/05/2001,13,34
15/05/2001,14,26
15/05/2001,15,50
15/05/2001,16,23
15/05/2001,17,17
15/05/2001,18,19
15/05/2001,19,23
15/05/2001,20,21
15/05/2001,21,4
15/05/2001,22,5
15/05/2001,23,2
16/05/2001,0,16
16/05/2001,1,45
16/05/2001,2,42
16/05/2001,3,43
16/05/2001,4,29
16/05/2001,5,32
16/05/2001,6,63
16/05/2001,7,61
16/05/2001,8,66
16/05/2001,9,64
16/05/2001,10,55
16/05/2001,11,47
16/05/2001,12,37
16/05/2001,13,32
16/05/2001,14,24
16/05/2001,15,30
16/05/2001,16,20
16/05/2001,17,18
16/05/2001,18,5
16/05/2001,19,8
16/05/2001,20,15
16/05/2001,21,4
16/05/2001,22,11
16/05/2001,23,3
17/05/2001,0,21
17/05/2001,1,39
17/05/2001,2,39
17/05/2001,3,37
17/05/2001,4,43
17/05/2001,5,36
17/05/2001,6,45
17/05/2001,7,47
17/05/2001,8,54
17/05/2001,9,80
17/05/2001,10,33
17/05/2001,11,24
17/05/2001,12,31
17/05/2001,13,29
17/05/2001,14,39
17/05/2001,15,25
17/05/2001,16,35
17/05/2001,17,35
17/05/2001,18,11
17/05/2001,19,13
17/05/2001,20,18
17/05/2001,21,12
17/05/2001,22,3
17/05/2001,23,7
18/05/2001,0,16
18/05/2001,1,20
18/05/2001,2,30
18/05/2001,3,30
18/05/2001,4,32
18/05/2001,5,31
18/05/2001,6,31
18/05/2001,7,33
18/05/2001,8,47
18/05/2001,9,62
18/05/2001,10,48
18/05/2001,11,29
18/05/2001,12,15
18/05/2001,13,20
18/05/2001,14,37
18/05/2001,15,20
18/05/2001,16,7
18/05/2001,17,8
18/05/2001,18,1
18/05/2001,19,1
18/05/2001,20,3
18/05/2001,21,3
18/05/2001,22,1
18/05/2001,23,1
19/05/2001,1,1
19/05/2001,3,2
19/05/2001,4,3
19/05/2001,5,4
19/05/2001,6,1
19/05/2001,7,1
19/05/2001,11,1
19/05/2001,13,3
19/05/2001,15,2
19/05/2001,16,1
19/05/2001,23,3
20/05/2001,0,1
20/05/2001,2,3
20/05/2001,3,2
20/05/2001,4,2
20/05/2001,5,3
20/05/2001,6,1
20/05/2001,7,1
20/05/2001,8,1
20/05/2001,9,4
20/05/2001,12,28
20/05/2001,14,4
20/05/2001,15,3
20/05/2001,16,7
20/05/2001,17,47
20/05/2001,18,1
20/05/2001,19,2
20/05/2001,20,2
20/05/2001,23,1
21/05/2001,0,6
21/05/2001,1,32
21/05/2001,2,44
21/05/2001,3,61
21/05/2001,4,39
21/05/2001,5,21
21/05/2001,6,38
21/05/2001,7,55
21/05/2001,8,78
21/05/2001,9,73
21/05/2001,10,60
21/05/2001,11,54
21/05/2001,12,48
21/05/2001,13,41
21/05/2001,14,18
21/05/2001,15,38
21/05/2001,16,17
21/05/2001,17,29
21/05/2001,18,13
21/05/2001,19,11
21/05/2001,20,6
21/05/2001,21,5
21/05/2001,22,3
21/05/2001,23,2
22/05/2001,0,6
22/05/2001,1,21
22/05/2001,2,37
22/05/2001,3,46
22/05/2001,4,41
22/05/2001,5,59
22/05/2001,6,54
22/05/2001,7,53
22/05/2001,8,63
22/05/2001,9,66
22/05/2001,10,47
22/05/2001,11,43
22/05/2001,12,51
22/05/2001,13,33
22/05/2001,14,32
22/05/2001,15,29
22/05/2001,16,26
22/05/2001,17,43
22/05/2001,18,9
22/05/2001,19,13
22/05/2001,20,10
22/05/2001,21,5
22/05/2001,22,16
22/05/2001,23,6
23/05/2001,0,10
23/05/2001,1,22
23/05/2001,2,26
23/05/2001,3,37
23/05/2001,4,37
23/05/2001,5,40
23/05/2001,6,56
23/05/2001,7,55
23/05/2001,8,93
23/05/2001,9,62
23/05/2001,10,93
23/05/2001,11,37
23/05/2001,12,33
23/05/2001,13,45
23/05/2001,14,22
23/05/2001,15,46
23/05/2001,16,38
23/05/2001,17,11
23/05/2001,18,40
23/05/2001,19,10
23/05/2001,20,2
23/05/2001,21,3
23/05/2001,22,14
23/05/2001,23,2
24/05/2001,0,22
24/05/2001,1,29
24/05/2001,2,25
24/05/2001,3,29
24/05/2001,4,30
24/05/2001,5,30
24/05/2001,6,44
24/05/2001,7,57
24/05/2001,8,66
24/05/2001,9,87
24/05/2001,10,53
24/05/2001,11,43
24/05/2001,12,34
24/05/2001,13,39
24/05/2001,14,55
24/05/2001,15,30
24/05/2001,16,22
24/05/2001,17,8
24/05/2001,18,13
24/05/2001,19,25
24/05/2001,20,8
24/05/2001,21,3
24/05/2001,22,3
24/05/2001,23,9
25/05/2001,0,53
25/05/2001,1,29
25/05/2001,2,51
25/05/2001,3,31
25/05/2001,4,34
25/05/2001,5,30
25/05/2001,6,38
25/05/2001,7,61
25/05/2001,8,62
25/05/2001,9,46
25/05/2001,10,40
25/05/2001,11,28
25/05/2001,12,25
25/05/2001,13,24
25/05/2001,14,29
25/05/2001,15,16
25/05/2001,16,8
25/05/2001,17,10
25/05/2001,18,5
25/05/2001,19,3
25/05/2001,20,2
25/05/2001,21,4
25/05/2001,23,1
26/05/2001,0,1
26/05/2001,1,2
26/05/2001,2,3
26/05/2001,3,1
26/05/2001,4,1
26/05/2001,5,3
26/05/2001,6,1
26/05/2001,7,1
26/05/2001,8,3
26/05/2001,9,2
26/05/2001,10,1
26/05/2001,11,2
26/05/2001,12,1
26/05/2001,13,1
26/05/2001,16,1
27/05/2001,2,3
27/05/2001,3,2
27/05/2001,4,2
27/05/2001,5,2
27/05/2001,6,2
27/05/2001,8,7
27/05/2001,10,3
27/05/2001,11,1
27/05/2001,12,1
27/05/2001,13,1
27/05/2001,14,1
27/05/2001,15,1
27/05/2001,18,2
27/05/2001,19,1
27/05/2001,20,1
27/05/2001,21,2
28/05/2001,1,2
28/05/2001,2,1
28/05/2001,3,5
28/05/2001,4,4
28/05/2001,5,5
28/05/2001,6,1
28/05/2001,7,6
28/05/2001,8,1
28/05/2001,9,2
28/05/2001,10,1
28/05/2001,11,4
28/05/2001,12,2
28/05/2001,13,23
28/05/2001,14,8
28/05/2001,15,6
28/05/2001,17,3
28/05/2001,18,17
28/05/2001,20,1
28/05/2001,21,1
28/05/2001,22,1
29/05/2001,0,4
29/05/2001,1,45
29/05/2001,2,40
29/05/2001,3,41
29/05/2001,4,67
29/05/2001,5,35
29/05/2001,6,77
29/05/2001,7,68
29/05/2001,8,77
29/05/2001,9,66
29/05/2001,10,39
29/05/2001,11,47
29/05/2001,12,28
29/05/2001,13,33
29/05/2001,14,51
29/05/2001,15,47
29/05/2001,16,27
29/05/2001,17,27
29/05/2001,18,5
29/05/2001,19,5
29/05/2001,20,6
29/05/2001,21,4
29/05/2001,22,23
29/05/2001,23,6
30/05/2001,0,11
30/05/2001,1,30
30/05/2001,2,35
30/05/2001,3,43
30/05/2001,4,31
30/05/2001,5,22
30/05/2001,6,42
30/05/2001,7,44
30/05/2001,8,75
30/05/2001,9,64
30/05/2001,10,48
30/05/2001,11,26
30/05/2001,12,31
30/05/2001,13,28
30/05/2001,14,58
30/05/2001,15,32
30/05/2001,16,23
30/05/2001,17,18
30/05/2001,18,9
30/05/2001,19,53
30/05/2001,20,1
30/05/2001,21,4
30/05/2001,22,6
30/05/2001,23,5
31/05/2001,0,10
31/05/2001,1,19
31/05/2001,2,41
31/05/2001,3,55
31/05/2001,4,46
31/05/2001,5,37
31/05/2001,6,32
31/05/2001,7,58
31/05/2001,8,66
31/05/2001,9,59
31/05/2001,10,59
31/05/2001,11,49
31/05/2001,12,49
31/05/2001,13,51
31/05/2001,14,44
31/05/2001,15,50
31/05/2001,16,21
31/05/2001,17,34
31/05/2001,18,13
31/05/2001,19,13
31/05/2001,20,8
31/05/2001,21,8
31/05/2001,22,72
31/05/2001,23,3
01/06/2001,0,6
01/06/2001,1,23
01/06/2001,2,39
01/06/2001,3,47
01/06/2001,4,31
01/06/2001,5,41
01/06/2001,6,54
01/06/2001,7,73
01/06/2001,8,63
01/06/2001,9,67
01/06/2001,10,48
01/06/2001,11,40
01/06/2001,12,30
01/06/2001,13,61
01/06/2001,14,48
01/06/2001,15,54
01/06/2001,16,13
01/06/2001,17,8
01/06/2001,18,5
01/06/2001,19,7
01/06/2001,20,6
01/06/2001,21,5
01/06/2001,22,1
02/06/2001,1,1
02/06/2001,2,1
02/06/2001,3,5
02/06/2001,4,1
02/06/2001,5,4
02/06/2001,6,7
02/06/2001,7,5
02/06/2001,8,3
02/06/2001,9,1
02/06/2001,10,4
02/06/2001,12,3
02/06/2001,14,1
02/06/2001,15,1
02/06/2001,16,1
02/06/2001,17,2
02/06/2001,20,4
02/06/2001,21,1
02/06/2001,22,2
03/06/2001,1,3
03/06/2001,2,1
03/06/2001,3,3
03/06/2001,4,2
03/06/2001,6,10
03/06/2001,7,4
03/06/2001,8,3
03/06/2001,9,5
03/06/2001,10,1
03/06/2001,11,3
03/06/2001,12,4
03/06/2001,13,1
03/06/2001,14,1
03/06/2001,15,11
03/06/2001,16,2
03/06/2001,17,4
03/06/2001,18,4
03/06/2001,19,1
03/06/2001,20,3
03/06/2001,21,1
03/06/2001,22,2
04/06/2001,0,5
04/06/2001,1,34
04/06/2001,2,26
04/06/2001,3,33
04/06/2001,4,40
04/06/2001,5,35
04/06/2001,6,67
04/06/2001,7,68
04/06/2001,8,74
04/06/2001,9,69
04/06/2001,10,57
04/06/2001,11,54
04/06/2001,12,39
04/06/2001,13,37
04/06/2001,14,34
04/06/2001,15,45
04/06/2001,16,14
04/06/2001,17,7
04/06/2001,18,2
04/06/2001,19,5
04/06/2001,20,4
04/06/2001,21,7
04/06/2001,22,13
04/06/2001,23,22
05/06/2001,0,7
05/06/2001,1,26
05/06/2001,2,53
05/06/2001,3,33
05/06/2001,4,53
05/06/2001,5,33
05/06/2001,6,64
05/06/2001,7,50
05/06/2001,8,89
05/06/2001,9,99
05/06/2001,10,53
05/06/2001,11,80
05/06/2001,12,44
05/06/2001,13,33
05/06/2001,14,50
05/06/2001,15,39
05/06/2001,16,77
05/06/2001,17,17
05/06/2001,18,14
05/06/2001,19,12
05/06/2001,20,4
05/06/2001,21,6
05/06/2001,22,9
05/06/2001,23,8
06/06/2001,0,22
06/06/2001,1,54
06/06/2001,2,64
06/06/2001,3,51
06/06/2001,4,57
06/06/2001,5,54
06/06/2001,6,60
06/06/2001,7,59
06/06/2001,8,86
06/06/2001,9,83
06/06/2001,10,36
06/06/2001,11,53
06/06/2001,12,44
06/06/2001,13,34
06/06/2001,14,52
06/06/2001,15,42
06/06/2001,16,28
06/06/2001,17,19
06/06/2001,18,8
06/06/2001,19,9
06/06/2001,20,6
06/06/2001,21,4
06/06/2001,22,3
06/06/2001,23,4
07/06/2001,0,11
07/06/2001,1,35
07/06/2001,2,66
07/06/2001,3,51
07/06/2001,4,72
07/06/2001,5,48
07/06/2001,6,65
07/06/2001,7,83
07/06/2001,8,103
07/06/2001,9,90
07/06/2001,10,75
07/06/2001,11,65
07/06/2001,12,69
07/06/2001,13,35
07/06/2001,14,74
07/06/2001,15,62
07/06/2001,16,24
07/06/2001,17,28
07/06/2001,18,10
07/06/2001,19,6
07/06/2001,20,56
07/06/2001,21,14
07/06/2001,22,7
07/06/2001,23,3
08/06/2001,0,6
08/06/2001,1,16
08/06/2001,2,9
08/06/2001,3,19
08/06/2001,4,21
08/06/2001,5,24
08/06/2001,6,71
08/06/2001,7,40
08/06/2001,8,53
08/06/2001,9,67
08/06/2001,10,25
08/06/2001,11,34
08/06/2001,12,36
08/06/2001,13,50
08/06/2001,14,68
08/06/2001,15,49
08/06/2001,16,15
08/06/2001,17,25
08/06/2001,18,4
08/06/2001,19,3
08/06/2001,20,3
08/06/2001,21,1
08/06/2001,22,1
08/06/2001,23,1
09/06/2001,3,4
09/06/2001,4,1
09/06/2001,6,1
09/06/2001,7,2
09/06/2001,8,2
09/06/2001,9,1
09/06/2001,13,1
09/06/2001,20,3
10/06/2001,4,3
10/06/2001,5,3
10/06/2001,6,2
10/06/2001,8,1
10/06/2001,9,1
10/06/2001,10,6
10/06/2001,11,3
10/06/2001,12,2
10/06/2001,15,5
10/06/2001,16,2
10/06/2001,17,1
10/06/2001,18,1
10/06/2001,19,1
10/06/2001,20,1
10/06/2001,21,1
10/06/2001,22,1
10/06/2001,23,1
11/06/2001,0,2
11/06/2001,1,8
11/06/2001,2,15
11/06/2001,3,28
11/06/2001,4,19
11/06/2001,5,11
11/06/2001,6,10
11/06/2001,7,17
11/06/2001,8,22
11/06/2001,9,19
11/06/2001,10,17
11/06/2001,11,18
11/06/2001,12,17
11/06/2001,13,24
11/06/2001,14,18
11/06/2001,15,14
11/06/2001,16,9
11/06/2001,17,12
11/06/2001,18,9
11/06/2001,19,31
11/06/2001,20,36
11/06/2001,21,3
11/06/2001,22,4
11/06/2001,23,1
12/06/2001,0,4
12/06/2001,1,2
12/06/2001,2,6
12/06/2001,3,11
12/06/2001,4,9
12/06/2001,5,8
12/06/2001,6,13
12/06/2001,7,30
12/06/2001,8,21
12/06/2001,9,15
12/06/2001,10,22
12/06/2001,11,26
12/06/2001,12,25
12/06/2001,13,8
12/06/2001,14,15
12/06/2001,15,7
12/06/2001,16,9
12/06/2001,17,6
12/06/2001,18,3
12/06/2001,19,5
12/06/2001,20,6
12/06/2001,21,2
12/06/2001,22,1
12/06/2001,23,1
13/06/2001,0,4
13/06/2001,1,7
13/06/2001,2,13
13/06/2001,3,6
13/06/2001,4,10
13/06/2001,5,12
13/06/2001,6,28
13/06/2001,7,24
13/06/2001,8,20
13/06/2001,9,29
13/06/2001,10,11
13/06/2001,11,9
13/06/2001,12,12
13/06/2001,13,11
13/06/2001,14,9
13/06/2001,15,15
13/06/2001,16,10
13/06/2001,17,14
13/06/2001,18,1
13/06/2001,19,5
13/06/2001,20,1
13/06/2001,21,2
13/06/2001,22,1
14/06/2001,1,3
14/06/2001,2,8
14/06/2001,3,9
14/06/2001,4,5
14/06/2001,5,20
14/06/2001,6,12
14/06/2001,7,15
14/06/2001,8,9
14/06/2001,9,13
14/06/2001,10,16
14/06/2001,11,17
14/06/2001,12,8
14/06/2001,13,17
14/06/2001,14,29
14/06/2001,15,7
14/06/2001,16,14
14/06/2001,18,1
14/06/2001,19,3
14/06/2001,20,3
14/06/2001,21,4
14/06/2001,23,1
15/06/2001,1,9
15/06/2001,2,6
15/06/2001,3,8
15/06/2001,4,5
15/06/2001,5,6
15/06/2001,6,20
15/06/2001,7,12
15/06/2001,8,19
15/06/2001,9,25
15/06/2001,10,12
15/06/2001,11,13
15/06/2001,12,3
15/06/2001,13,15
15/06/2001,14,10
15/06/2001,15,8
15/06/2001,16,3
15/06/2001,18,3
15/06/2001,19,2
15/06/2001,21,1
16/06/2001,0,1
16/06/2001,3,1
16/06/2001,5,1
16/06/2001,8,1
16/06/2001,9,1
16/06/2001,10,2
16/06/2001,12,1
16/06/2001,14,1
16/06/2001,16,4
16/06/2001,17,16
16/06/2001,18,4
16/06/2001,19,1
16/06/2001,20,1
17/06/2001,0,2
17/06/2001,3,2
17/06/2001,5,2
17/06/2001,8,1
17/06/2001,9,3
17/06/2001,11,2
17/06/2001,12,3
17/06/2001,13,1
17/06/2001,14,5
17/06/2001,17,2
17/06/2001,19,4
17/06/2001,20,11
17/06/2001,23,1
18/06/2001,0,6
18/06/2001,1,5
18/06/2001,2,6
18/06/2001,3,13
18/06/2001,4,5
18/06/2001,5,9
18/06/2001,6,20
18/06/2001,7,16
18/06/2001,8,21
18/06/2001,9,20
18/06/2001,10,37
18/06/2001,11,17
18/06/2001,12,16
18/06/2001,13,21
18/06/2001,14,12
18/06/2001,15,13
18/06/2001,16,25
18/06/2001,17,10
18/06/2001,18,3
18/06/2001,19,2
18/06/2001,20,1
18/06/2001,21,2
18/06/2001,22,3
18/06/2001,23,1
19/06/2001,0,1
19/06/2001,1,2
19/06/2001,2,3
19/06/2001,3,2
19/06/2001,4,4
19/06/2001,5,4
19/06/2001,6,12
19/06/2001,7,23
19/06/2001,8,31
19/06/2001,9,28
19/06/2001,10,25
19/06/2001,11,14
19/06/2001,12,31
19/06/2001,13,13
19/06/2001,14,17
19/06/2001,15,16
19/06/2001,16,11
19/06/2001,17,5
19/06/2001,18,2
19/06/2001,19,2
19/06/2001,20,4
19/06/2001,21,2
19/06/2001,22,1
19/06/2001,23,1
20/06/2001,0,6
20/06/2001,1,2
20/06/2001,2,3
20/06/2001,3,8
20/06/2001,4,4
20/06/2001,5,9
20/06/2001,6,11
20/06/2001,7,19
20/06/2001,8,16
20/06/2001,9,40
20/06/2001,10,31
20/06/2001,11,7
20/06/2001,12,15
20/06/2001,13,19
20/06/2001,14,17
20/06/2001,15,24
20/06/2001,16,15
20/06/2001,17,6
20/06/2001,18,7
20/06/2001,19,4
20/06/2001,20,4
20/06/2001,21,3
20/06/2001,22,1
20/06/2001,23,2
21/06/2001,0,5
21/06/2001,1,2
21/06/2001,2,6
21/06/2001,3,9
21/06/2001,4,7
21/06/2001,5,7
21/06/2001,6,20
21/06/2001,7,14
21/06/2001,8,30
21/06/2001,9,36
21/06/2001,10,30
21/06/2001,11,17
21/06/2001,12,18
21/06/2001,13,22
21/06/2001,14,12
21/06/2001,15,14
21/06/2001,16,20
21/06/2001,17,6
21/06/2001,18,9
21/06/2001,19,13
21/06/2001,20,6
21/06/2001,21,22
21/06/2001,22,2
21/06/2001,23,1
22/06/2001,0,1
22/06/2001,1,4
22/06/2001,2,9
22/06/2001,3,7
22/06/2001,4,5
22/06/2001,5,10
22/06/2001,6,34
22/06/2001,7,18
22/06/2001,8,7
22/06/2001,9,18
22/06/2001,10,18
22/06/2001,11,7
22/06/2001,12,19
22/06/2001,13,13
22/06/2001,14,8
22/06/2001,15,29
22/06/2001,16,6
22/06/2001,17,2
22/06/2001,18,3
22/06/2001,19,2
22/06/2001,20,3
22/06/2001,21,4
22/06/2001,22,2
23/06/2001,2,2
23/06/2001,3,3
23/06/2001,5,2
23/06/2001,13,1
23/06/2001,15,1
23/06/2001,19,1
24/06/2001,3,3
24/06/2001,13,9
24/06/2001,14,6
24/06/2001,17,4
24/06/2001,18,1
24/06/2001,21,1
24/06/2001,23,2
25/06/2001,0,5
25/06/2001,1,3
25/06/2001,2,4
25/06/2001,3,8
25/06/2001,4,3
25/06/2001,5,13
25/06/2001,6,13
25/06/2001,7,23
25/06/2001,8,27
25/06/2001,9,42
25/06/2001,10,16
25/06/2001,11,20
25/06/2001,12,18
25/06/2001,13,14
25/06/2001,14,18
25/06/2001,15,14
25/06/2001,16,6
25/06/2001,17,3
25/06/2001,18,2
25/06/2001,19,5
25/06/2001,20,2
25/06/2001,21,4
25/06/2001,22,1
25/06/2001,23,2
26/06/2001,0,6
26/06/2001,1,3
26/06/2001,2,5
26/06/2001,3,4
26/06/2001,4,9
26/06/2001,5,12
26/06/2001,6,18
26/06/2001,7,12
26/06/2001,8,20
26/06/2001,9,29
26/06/2001,10,29
26/06/2001,11,22
26/06/2001,12,20
26/06/2001,13,23
26/06/2001,14,12
26/06/2001,15,667
26/06/2001,16,54
26/06/2001,17,6
26/06/2001,18,3
26/06/2001,19,9
26/06/2001,20,4
26/06/2001,21,3
27/06/2001,0,4
27/06/2001,1,1
27/06/2001,2,5
27/06/2001,3,9
27/06/2001,4,4
27/06/2001,5,4
27/06/2001,6,13
27/06/2001,7,19
27/06/2001,8,16
27/06/2001,9,14
27/06/2001,10,9
27/06/2001,11,19
27/06/2001,12,13
27/06/2001,13,16
27/06/2001,14,18
27/06/2001,15,9
27/06/2001,16,1127
27/06/2001,17,1
27/06/2001,18,2
27/06/2001,19,6
27/06/2001,20,6
27/06/2001,21,4
27/06/2001,22,1
27/06/2001,23,1
28/06/2001,0,2
28/06/2001,1,4
28/06/2001,2,14
28/06/2001,3,5
28/06/2001,4,8
28/06/2001,5,3
28/06/2001,6,16
28/06/2001,7,11
28/06/2001,8,13
28/06/2001,9,21
28/06/2001,10,13
28/06/2001,11,14
28/06/2001,12,26
28/06/2001,13,14
28/06/2001,14,12
28/06/2001,15,4
28/06/2001,16,9
28/06/2001,18,5
28/06/2001,19,5
28/06/2001,20,3
28/06/2001,21,3
28/06/2001,22,1
29/06/2001,0,1
29/06/2001,2,6
29/06/2001,3,4
29/06/2001,4,6
29/06/2001,5,16
29/06/2001,6,15
29/06/2001,7,11
29/06/2001,8,23
29/06/2001,9,12
29/06/2001,10,17
29/06/2001,11,14
29/06/2001,12,11
29/06/2001,13,11
29/06/2001,14,15
29/06/2001,15,10
29/06/2001,16,10
29/06/2001,17,4
29/06/2001,18,4
29/06/2001,19,4
29/06/2001,20,2
29/06/2001,21,1
29/06/2001,23,1
30/06/2001,0,2
30/06/2001,2,1
30/06/2001,3,4
30/06/2001,6,1
30/06/2001,8,2
30/06/2001,9,1
30/06/2001,10,2
30/06/2001,11,1
30/06/2001,13,3
01/07/2001,0,4
01/07/2001,2,1
01/07/2001,4,1
01/07/2001,10,3
01/07/2001,11,2
01/07/2001,14,5
01/07/2001,15,1
01/07/2001,16,1
01/07/2001,17,1
01/07/2001,18,2
01/07/2001,19,15
01/07/2001,20,1
01/07/2001,21,1
02/07/2001,0,2
02/07/2001,1,2
02/07/2001,2,5
02/07/2001,3,3
02/07/2001,4,7
02/07/2001,5,9
02/07/2001,6,17
02/07/2001,7,16
02/07/2001,8,17
02/07/2001,9,18
02/07/2001,10,13
02/07/2001,11,20
02/07/2001,12,24
02/07/2001,13,22
02/07/2001,14,26
02/07/2001,15,29
02/07/2001,16,7
02/07/2001,17,3
02/07/2001,18,6
02/07/2001,20,3
02/07/2001,21,10
02/07/2001,22,7
02/07/2001,23,2
03/07/2001,0,1
03/07/2001,1,8
03/07/2001,2,4
03/07/2001,3,5
03/07/2001,4,11
03/07/2001,5,15
03/07/2001,6,18
03/07/2001,7,14
03/07/2001,8,17
03/07/2001,9,15
03/07/2001,10,17
03/07/2001,11,16
03/07/2001,12,18
03/07/2001,13,8
03/07/2001,14,33
03/07/2001,15,15
